image	caption
/content/MediaEval_NewsImages/Training Dataset/F25990A0BB0E6FF1575304A06AFED3F3.jpg	Athletes' conduct key to Russian decision for Paris Olympics: IOC's Bach svitolina thomas bach jean-christophe rolland roland garros united nations international olympic committee association of summer olympic international federations
/content/MediaEval_NewsImages/Training Dataset/4F32A7BA852660C76DE32EDF7CDC5D66.jpg	Lithium Americas Corp. (LAC) Stock Sinks As Market Gains: What You Should Know investment research lithium americas corp nasdaq
/content/MediaEval_NewsImages/Training Dataset/6450377ABCF2455DB8246845179AF8DD.jpg	KUOW - Lake Forest Park names street after sci-fi author Octavia E. Butler e butler dyer oxley octavia butler mar jezero jeff johnson councilmember phillippa kassover international astronomical union national women hall
/content/MediaEval_NewsImages/Training Dataset/E0F2EA9A61165B0A327CAEBDB3EAF9C1.jpg	Dropped jaws, whispers and a delayed statement izzuddin don-suu kyi suu kyi don pramudwinai joanne lin yusof ishak asean studies centre international relations administration council yusof ishak institute islamic university of indonesia national unity government
/content/MediaEval_NewsImages/Training Dataset/517E75CCCED6A0A09C9D04C69576361E.jpg	One Of South Korea's Richest Persons Started Out As A Janitor group bloomberg
/content/MediaEval_NewsImages/Training Dataset/C1FCB9475D6D289B8F34D0368E17D723.jpg	'Oppenheimer' movie review: Christopher Nolan, Cillian Murphy oppenheimer harry truman j robert oppenheimer alden ehrenreich edward teller roger robb hoyte van hoytema jason clarke martin j sherwin florence pugh christopher nolan oppenheimer benny safdie niels bohr kenneth branagh matt damon cillian murphy jean tatlock atomic energy commission motion picture association universal pictures triumph
/content/MediaEval_NewsImages/Training Dataset/82E762A75DD3663678BBB2C0DD5252BC.jpg	Travis Scott's Egypt Pyramids Show Has Not Been Canceled abdullah a travis scott travis scott ministry of labor egypt musician syndicate announces cancelation of concert egyptian ministry of culture musician syndicate egypt musician syndicate censorship authority for artistic works while the musician syndicate
/content/MediaEval_NewsImages/Training Dataset/ED80EC9E6A1500DF8B51731554F0A425.jpg	Microsoft's Activision deal faces challenges | Borneo Bulletin Online union activision microsoft united states supreme court
/content/MediaEval_NewsImages/Training Dataset/E73156286B9E2C565D00A516DBA88D99.jpg	'The Lesson' provides a spicy literary thriller | Borneo Bulletin Online mackeith jm sinclair richard julie delpy leo grande alice troughton daryl mccormack lindsey bahr bertie stephen mcmillan tom ripley isobel waller youtube
/content/MediaEval_NewsImages/Training Dataset/55244FD9C13D63003AAA0A43516AC63A.jpg	Artificial intelligence: Experts propose guidelines for safe systems vestager andrew wood euan cameron vince lynch ian hogarth yvette cooper google world ethical data foundation labour party samsung
/content/MediaEval_NewsImages/Training Dataset/1C3974ED4E443593C3B37200E9BBBA54.jpg	Kyrgyzstan And Italy Ready To Cooperate In Textile Industry chamber national investment agency of the kyrgyz republic national agency jalyn jeenaliev
/content/MediaEval_NewsImages/Training Dataset/429BD3189C9668E1984EC805351A7DA1.jpg	San Diego Union-Tribune buyouts: New owners 'vulture fund' or 'transforming media'? â€“ NBC 7 San Diego doug manchester greg moran diane bell sam hodgson gary warth dana littlefield sharon ryan joshua emerson deborah brennan poynter edmonds joe pompeo bernardino sun rick edmonds mission valley alden medianews group poynter institute media news group alden la times medianews group new york times chicago tribune los angeles times long beach tribune publishing company netflix san diego union
/content/MediaEval_NewsImages/Training Dataset/A17F43EFB460ED0E0E182676FE884B19.jpg	Singapore opposition party members resign over affair | Borneo Bulletin Online straits times people action party speaker of parliament member of parliament worker party
/content/MediaEval_NewsImages/Training Dataset/E0BD17799AF4C46E6D33DAAE37363052.jpg	Things To Do on O'ahu Before the End of Summer k yoshino aaron yoshino robbie dingeman elsa lee michelle karr-ueoka maria kanai evgeniy alyoshin free parent workshops assets school photo wayfinder waikiki hotel pool photos assets school hawaii polo club in waialua bowling program hawaii polo club courtesy of assets school courtesy of hawaii polo club assets school clinical
/content/MediaEval_NewsImages/Training Dataset/0E899B87F45F4D0DF997AEC0C5376CE2.jpg	Smoke from Canadian wildfires could hit Central Florida michelle morgan morgan
/content/MediaEval_NewsImages/Training Dataset/C80CBDD10F1B72296778F05576BE1FA1.jpg	Opposition Alliance | Our Opinion: Future of the Opposition Alliance using technology service providers third party personal information facebook terms of service market research twitter information collected using technology google services you home delivery department
/content/MediaEval_NewsImages/Training Dataset/B8C1FA74D652249534409A27FAEE8518.jpg	Activision to Get Up to $4.5 Billion If Microsoft Merger Fails scott corley brad smith united states microsoft activision
/content/MediaEval_NewsImages/Training Dataset/D0F3AEDB0E3B75DAB95511E4268C716A.jpg	Major disruption for patients as senior doctors begin first walkout in decades patel stephen powis carol haworth british medical association department of health preston hospital emergency department
/content/MediaEval_NewsImages/Training Dataset/7BC51260FBFFB345D6A94F87D2DF6135.jpg	N.B. inches toward teachers contract deal as strike vote deadline looms service labour relations brunswick teacher federation
/content/MediaEval_NewsImages/Training Dataset/F87428D8F0FCED71AA2A72BC2D07D128.jpg	Cisco Begins Round of Layoffs, Multiple Departments Allegedly Impacted business group wells fargo data center services solutions
/content/MediaEval_NewsImages/Training Dataset/824A9C5CBB1B55AA314C687FEA2FB94F.jpg	Long Beach to explore whether to create a second dog beach allen councilmember mary zendejas city council marine department public works department
/content/MediaEval_NewsImages/Training Dataset/E6500B182A10830E5F3D80FB556BDFFD.jpg	Ryerson Holding (RYI) Stock Sinks As Market Gains: What You Should Know investment research ryerson holding nasdaq
/content/MediaEval_NewsImages/Training Dataset/0522754400BDA78C19FB834F82CC5CD8.jpg	Blue Texel open day to take place on Johnstown flock in Co Westmeath westmeath irish blue texel sheep society
/content/MediaEval_NewsImages/Training Dataset/371D956867CD9718C0F290A16089EDE1.jpg	Dates set for Florida House 35 special election to replace Osceola lawmaker soto ken davenport ron desantis scotty moore fred hawkins florida state college florida division of elections osceola county school board
/content/MediaEval_NewsImages/Training Dataset/E8BE012A531C6A367E8D337AE30E7670.jpg	Chandrayaan-3 | Essay: Does science practice in our country generally confirm the process of being scientifically minded you market research terms of service service providers google information collected using technology twitter home delivery department us using technology facebook third party personal information
/content/MediaEval_NewsImages/Training Dataset/DD7D05FC44E7B94FBF7A16B9C4FFA07A.jpg	Single-vehicle wreck in Banks County sends two to hospi... services georgia medical center
/content/MediaEval_NewsImages/Training Dataset/7725E3ACFDEEDDF7AF74A365A09416AD.jpg	Texas women suing the state over its ban on abortions duane jessica bernardo kiersten hogan david coale u s supreme court
/content/MediaEval_NewsImages/Training Dataset/91D2E08CCEB1727142DE6FAA81139849.jpg	Family hostage drama in Kota Kinabalu | Borneo Bulletin Online zaidi abdullah mohd zaidi kota kinabalu police
/content/MediaEval_NewsImages/Training Dataset/30CBF93998065D316A24A8723A8AC91E.jpg	Colombia mudslide kills at least 14 people, blocks crucial highway gustavo petro twitter
/content/MediaEval_NewsImages/Training Dataset/BC65E58E4DA8E316C48382CF0F80C6D9.jpg	Drake Calls Sexyy Red His 'Rightful Wife' barclays center
/content/MediaEval_NewsImages/Training Dataset/152CE2034D323773F37860B499B7439A.jpg	Long Beach's Rocket Lab launches 7 satellites for NASA, aerospace companies â€“ Press Telegram ocean telesat lightspeed mike atchue peter beck courtesy of rocket lab rocket lab rocket lab baby come courtesy of rocket lab rocket lab space flight laboratory
/content/MediaEval_NewsImages/Training Dataset/FAAFC06F9D643D78AB8B014DD1406887.jpg	Fact Check Team: UPS strike could cost billions, impact 30% of package deliveries desk a united parcel service fact check team united parcel service view all photos united parcel service
/content/MediaEval_NewsImages/Training Dataset/26DCC4B460802200A72AC282961B437A.jpg	Amir Meets President Of Kyrgyzstan joldoshevich sheikh tamim sheikh saoud foreign affairs he jeenbek kulubayev ritz-carlton hotel
/content/MediaEval_NewsImages/Training Dataset/B2DFDE12238C6FCFE24F71B3DF8A64E2.jpg	Court-appointed lawyers are a constitutional right. But in RI, fewer are taking the job. shea judith crowell angela spence-shaw kenneth vale daniel a procaccini edward mcenaney simeon briggs stephen morrissey andrew horwitz anthony f amalfetano john canham jeremy motyka glenn sparr anthony amalfetano pamela e chin ronald desnoyers steven crawford supreme court roger williams university law school american bar association district court rhode island association of criminal defense lawyers u s supreme court family court
/content/MediaEval_NewsImages/Training Dataset/9E42BD1689712D9333BD0FC0A49580E0.jpg	Biden camp admonishes DeSantis' culture war fights as a 'contrived political stunt' trump kevin munoz joe biden tommy tuberville ron desantis ron desanti cnn
/content/MediaEval_NewsImages/Training Dataset/40F6949547EC5B8121CED406DFD81732.jpg	'Extremely emaciated' dogs taken from home after another dog died â€“ NBC4 Washington in greenbelt
/content/MediaEval_NewsImages/Training Dataset/33F78CF5AB7C1EADE248003530B6EA34.jpg	Afghan women protest against beauty parlour ban | Borneo Bulletin Online for the promotion of virtue
/content/MediaEval_NewsImages/Training Dataset/493E0AF03D2D3F95B4249ACB5AC74A3D.jpg	Behind the scenes for Primetime lineup heydon pippa hackett tim cullinan holly cairns brian rushe charlie mcconalogue department of agriculture
/content/MediaEval_NewsImages/Training Dataset/75B8A1B17562CA33A2097E0BF826CE9D.jpg	Military academies' diversity efforts draw GOP concerns, Dem support shane veronica escobar richard clark jim banks national headliner award veterans affairs house armed services committee supreme court
/content/MediaEval_NewsImages/Training Dataset/C03F62038C2310A5FDF119FBE2AEEBBD.jpg	Record number of El Paso County homeowners denied property value appeal await other relief or total program school districts school finance school district el paso county assessor office
/content/MediaEval_NewsImages/Training Dataset/6F837F92FD8F078B91DCD313A63FE18A.jpg	Nitrates derogation renewal debate grassland association
/content/MediaEval_NewsImages/Training Dataset/0773414EA2A5ABB1CB8A1C088C5F2B79.jpg	Drake Cozies Up With Sexyy Red sexyy redd williams getty barclays
/content/MediaEval_NewsImages/Training Dataset/4BF3258D728BC698E41803FD30D0BE5C.jpg	Instagram Settles $68.5M Illinois Biometric Lawsuit instagram facebook dupage county circuit court
/content/MediaEval_NewsImages/Training Dataset/3E6C9562404015F8CB352B2EAD3572A8.jpg	Loro Piana's Fall-Winter 2023 Men's Campaign: An Ode To Understated Luxury Vanity Teen è™šè£é’å¹´ Lifestyle & New Faces Magazine turner aleksandra woroniecka glen luchford henry kitcher franck durand gideon ponte loro piana men campaign
/content/MediaEval_NewsImages/Training Dataset/773F5649CB787E419EDEC127BE8429C8.jpg	Teamsters, UPS set to resume negotiations as deadline approaches raimondo xie feng janet yellen netflix washington post microsoft corp united states office for national statistics mastercard visa american express new york times microsoft bloomberg television
/content/MediaEval_NewsImages/Training Dataset/0CD09B38ECA50EDD8C97FBBCE2713E15.jpg	The Rock to receive biggest paycheck for an actor ever richard nick kroll jake kasdan chris evans robert downey jr lucy liu adam dwayne johnson dwayne johnson will smith warner bros united states
/content/MediaEval_NewsImages/Training Dataset/6B4A6D785162CA75A41872B8F5958FC1.jpg	Former executive gets 5 years in prison for bribing officials in Atlanta and neighboring county â€“ WABE jeff jafari kasim reed jo ann macrina ryan buchanan adam smith department of watershed management
